Freq.	V(out)
1.25655425766107e+04	(-2.12424761641376e+02dB,2.69152889848074e+01°)
1.28582316628512e+04	(-2.13473968403220e+02dB,1.72024325754884e+01°)
1.31577383537181e+04	(-2.14439349147956e+02dB,7.35399425315151e+00°)
1.34642214516235e+04	(-2.15318755379489e+02dB,-2.59942298557159e+00°)
1.37778434579625e+04	(-2.16110625004882e+02dB,-1.26258720617710e+01°)
1.40987706592743e+04	(-2.16814005471286e+02dB,-2.26926767359856e+01°)
1.44271732154089e+04	(-2.17428557387486e+02dB,-3.27670619388336e+01°)
1.47632252497485e+04	(-2.17954538531181e+02dB,-4.28167674978599e+01°)
1.51071049415299e+04	(-2.18392769534399e+02dB,-5.28106137180626e+01°)
1.54589946203175e+04	(-2.18744583885909e+02dB,-6.27189906924033e+01°)
1.58190808626768e+04	(-2.19011766032189e+02dB,-7.25142494324838e+01°)
1.61875545910997e+04	(-2.19196482152334e+02dB,-8.21709813632851e+01°)
1.65646111752345e+04	(-2.19301208519073e+02dB,-9.16661825177755e+01°)
1.69504505354729e+04	(-2.19328662186393e+02dB,-1.00979308766780e+02°)
1.73452772489510e+04	(-2.19281738079237e+02dB,-1.10092237424539e+02°)
1.77493006580184e+04	(-2.19163455484447e+02dB,-1.18989157478998e+02°)
1.81627349812344e+04	(-2.18976915594609e+02dB,-1.27656414669489e+02°)
1.85857994269497e+04	(-2.18725270317290e+02dB,-1.36082338230127e+02°)
1.90187183095332e+04	(-2.18411701225330e+02dB,-1.44257073370191e+02°)
1.94617211683070e+04	(-2.18039406468272e+02dB,-1.52172438000427e+02°)
1.99150428892506e+04	(-2.17611592824911e+02dB,-1.59821814788715e+02°)
2.03789238295408e+04	(-2.17131469917407e+02dB,-1.67200081565849e+02°)
2.08536099449924e+04	(-2.16602243912152e+02dB,-1.74303575686019e+02°)
2.13393529204669e+04	(-2.16027108707301e+02dB,1.78869917722445e+02°)
2.18364103033196e+04	(-2.15409233500056e+02dB,1.72321166892216e+02°)
2.23450456399543e+04	(-2.14751746563135e+02dB,1.66049497767119e+02°)
2.28655286155588e+04	(-2.14057715878152e+02dB,1.60052813593677e+02°)
2.33981351970964e+04	(-2.13330127857642e+02dB,1.54327638307194e+02°)
2.39431477796264e+04	(-2.12571865683207e+02dB,1.48869187992386e+02°)
2.45008553360342e+04	(-2.11785688802896e+02dB,1.43671470471202e+02°)
2.50715535702483e+04	(-2.10974214922061e+02dB,1.38727409545520e+02°)
2.56555450740266e+04	(-2.10139905470008e+02dB,1.34028987981798e+02°)
2.62531394873944e+04	(-2.09285055114448e+02dB,1.29567402072805e+02°)
2.68646536628199e+04	(-2.08411785498664e+02dB,1.25333220432283e+02°)
2.74904118332131e+04	(-2.07522043041463e+02dB,1.21316540321706e+02°)
2.81307457838389e+04	(-2.06617600392838e+02dB,1.17507135975780e+02°)
2.87859950282337e+04	(-2.05700060983798e+02dB,1.13894594803567e+02°)
2.94565069882201e+04	(-2.04770866038001e+02dB,1.10468438770516e+02°)
3.01426371781147e+04	(-2.03831303408704e+02dB,1.07218229559312e+02°)
3.08447493932261e+04	(-2.02882517647820e+02dB,1.04133657178421e+02°)
3.15632159027443e+04	(-2.01925520786242e+02dB,1.01204612505294e+02°)
3.22984176471227e+04	(-2.00961203390894e+02dB,9.84212448233947e+01°)
3.30507444400577e+04	(-1.99990345552938e+02dB,9.57740057685697e+01°)
