Freq.	V(out)
2.51995441804453e+02	(-1.12932852840543e+02dB,-1.74210331019269e+01°)
2.57865169685190e+02	(-1.13433722968907e+02dB,-1.82196895673556e+01°)
2.63871621092142e+02	(-1.13914096158223e+02dB,-1.90222264693090e+01°)
2.70017980725351e+02	(-1.14373068983201e+02dB,-1.98263466778144e+01°)
2.76307507466052e+02	(-1.14809755727640e+02dB,-2.06296094756283e+01°)
2.82743536104573e+02	(-1.15223293941123e+02dB,-2.14294534450723e+01°)
2.89329479108490e+02	(-1.15612849717212e+02dB,-2.22232220594996e+01°)
2.96068828431959e+02	(-1.15977622603259e+02dB,-2.30081912343840e+01°)
3.02965157367196e+02	(-1.16316850075461e+02dB,-2.37815980044205e+01°)
3.10022122439088e+02	(-1.16629811539868e+02dB,-2.45406694599941e+01°)
3.17243465343924e+02	(-1.16915831849107e+02dB,-2.52826511053252e+01°)
3.24633014933300e+02	(-1.17174284351951e+02dB,-2.60048338898116e+01°)
3.30000000000000e+02	(-1.17341209677636e+02dB,-2.65055911517700e+01°)
