Freq.	V(out)
2.56555450740266e+04	(-9.12809212025537e+01dB,-1.35171256434639e+01°)
2.62531394873944e+04	(-9.19219783811855e+01dB,-1.41288962282784e+01°)
2.68646536628199e+04	(-9.25571425103102e+01dB,-1.47419097849104e+01°)
2.74904118332131e+04	(-9.31862647185589e+01dB,-1.53562488643189e+01°)
2.81307457838389e+04	(-9.38091965842258e+01dB,-1.59719933902420e+01°)
2.87859950282337e+04	(-9.44257904834907e+01dB,-1.65892212478614e+01°)
2.94565069882201e+04	(-9.50358999521444e+01dB,-1.72080089080187e+01°)
3.01426371781147e+04	(-9.56393800596358e+01dB,-1.78284320853290e+01°)
3.08447493932261e+04	(-9.62360877940775e+01dB,-1.84505664280423e+01°)
3.15632159027443e+04	(-9.68258824566738e+01dB,-1.90744882370017e+01°)
3.22984176471227e+04	(-9.74086260638549e+01dB,-1.97002752105547e+01°)
3.30507444400577e+04	(-9.79841837552346e+01dB,-2.03280072118006e+01°)
3.38205951751732e+04	(-9.85524242053395e+01dB,-2.09577670541093e+01°)
3.46083780375190e+04	(-9.91132200369091e+01dB,-2.15896413004402e+01°)
3.54145107199964e+04	(-9.96664482334201e+01dB,-2.22237210716354e+01°)
3.62394206448239e+04	(-1.00211990548363e+02dB,-2.28601028585674e+01°)
3.70835451901628e+04	(-1.00749733908692e+02dB,-2.34988893328049e+01°)
3.79473319220203e+04	(-1.01279570809768e+02dB,-2.41401901503251e+01°)
3.88312388315551e+04	(-1.01801399699074e+02dB,-2.47841227427650e+01°)
3.97357345779106e+04	(-1.02315125345903e+02dB,-2.54308130907691e+01°)
4.00000000000000e+04	(-1.02461499057769e+02dB,-2.56175088616720e+01°)
