Freq.	V(out)
1.59242868221398e+03	(-6.08104929935092e+01dB,-3.55192306143128e+01°)
1.62952111121644e+03	(-5.98945346263433e+01dB,-3.67036596516331e+01°)
1.66747753388133e+03	(-5.89636589426525e+01dB,-3.80174792524772e+01°)
1.70631807520636e+03	(-5.80191615975276e+01dB,-3.94699694281575e+01°)
1.74606332896065e+03	(-5.70624306840122e+01dB,-4.10707062114203e+01°)
1.78673436860384e+03	(-5.60949693973181e+01dB,-4.28295305543528e+01°)
1.82835275845948e+03	(-5.51184211705139e+01dB,-4.47564918968727e+01°)
1.87094056514878e+03	(-5.41345969713345e+01dB,-4.68617595218736e+01°)
1.91452036929054e+03	(-5.31455041936254e+01dB,-4.91554938262930e+01°)
1.95911527747377e+03	(-5.21533762198902e+01dB,-5.16476688353113e+01°)
2.00000000000000e+03	(-5.12628930968518e+01dB,-5.40598471160658e+01°)
